id,destination_id,facility_id,name,food_type,shop_name,description,heat_score,rating_score,avg_price,cover_url,lng,lat
,20,,北京隆和居美食城(正义路店),干锅千页豆腐,北京隆和居美食城(正义路店),东华门街道正义路8号(原市政府斜对面) | 营业时间:周一至周日 10:00-22:30 | 电话:010-65263265;13520777900,5,4.4,73,https://store.is.autonavi.com/showpic/72fbdf46904d9ac20000002152518124?type=pic,116.406444,39.903414
,20,,松鹤楼(台基厂店),松鼠桂鱼,松鹤楼(台基厂店),"北京城区台基厂大街10号(东郊民巷小学旁) | 营业时间:周一至周日 11:00-14:00,17:00-21:00 2026-02-17至2026-02-23 周一至周日 11:00-14:00,16:30-21:00 | 电话:010-65278195;010-65279255",8.4,4.5,153,http://store.is.autonavi.com/query_pic?id=st4e59a81c-8dd5-4876-9cdf-1e3afe32ebe2&user=search&operate=original,116.411839,39.903469
,20,,君庭中餐厅(首都宾馆店),牛肉,君庭中餐厅(首都宾馆店),"前门东大街3号首都宾馆东北门门房 | 营业时间:周一至周日 11:00-14:00,17:00-21:00 | 电话:010-58159788",0.8,4.4,213,https://aos-comment.amap.com/comment/content_service__1771506306909_36408294_1771506354089_05149994.jpg,116.408956,39.902119
,20,,食鼎轩烤鸭·私房菜(北京王府井台基厂大街店),老北京炙子烤肉,食鼎轩烤鸭·私房菜(北京王府井台基厂大街店),"台基厂大街10-1号 | 营业时间:周一至周日 10:00-14:30,16:30-22:00 | 电话:010-63445868;18519118048",6.7,4.6,70,https://aos-comment.amap.com/B0KGRMA21S/comment/content_media_external_file_100003357_1767011828140_18373911.jpg,116.411861,39.903494
,20,,奥华餐厅老张记(台基厂店),虾仁独面筋,奥华餐厅老张记(台基厂店),北京城区台基厂大街18-3号 | 营业时间:周一至周日 10:30-21:30 | 电话:010-65129289;010-65244021,0.9,4.6,62,http://store.is.autonavi.com/showpic/a44d4745fdde65bc76e850f893a9937b,116.411937,39.902869
,21,,老北京炸酱面(景山前街店),中餐厅,老北京炸酱面(景山前街店),景山前街北海 | 营业时间:周一至周日 00:00-24:00,7.7,4.1,27,https://aos-comment.amap.com/B0G0AKOSSJ/comment/4502E5D2_9E09_4424_A43A_1C441302EC8B_L0_001_2000_150_1771475587667_31693695.jpg,116.391123,39.922913
,21,,原鄉本味景山西街烤鸭店,北京烤鸭,原鄉本味景山西街烤鸭店,景山西街19号 | 营业时间:周一至周日 10:00-20:30 | 电话:010-64025046,8.9,4.2,64,http://store.is.autonavi.com/showpic/2f9f1dd3ccccc181b370dbe9bbe8bc3c,116.39349,39.92601
,21,,寻常巷陌小酒馆,咖啡厅,寻常巷陌小酒馆,"沙滩后街61号(近景山东街) | 营业时间:周二至周四,周日 10:00-00:30；周五至周六 10:30-01:00 | 电话:15201262170",5.4,4.6,85,https://store.is.autonavi.com/showpic/f3df7934ed5e284fbe37c4db0919657e,116.399832,39.925438
,21,,兆景园酒楼,家常菜,兆景园酒楼,景山前街24号(近北海公园南门) | 营业时间:周一至周日 10:00-21:30 | 电话:010-64031332;010-64036587,2.4,4.1,77,http://store.is.autonavi.com/showpic/57b076b0c30520015ca5aa6fb01727f9,116.391471,39.923109
,21,,新年华家常菜(景山西街店),家常菜,新年华家常菜(景山西街店),景山西街19号(近景山公园西门) | 营业时间:周一至周日 11:00-22:00 | 电话:010-84084016,9.7,3.9,71,http://store.is.autonavi.com/showpic/a866e225292b5da1025ca79429ae909f,116.393497,39.926127
,21,,北景源·北京涮肉(故宫角楼店),手切小黄牛肉,北景源·北京涮肉(故宫角楼店),景山前街24号(近北海公园南门) | 营业时间:周一至周日 11:00-21:00 | 电话:010-64031332,5.7,4.6,119,https://aos-comment.amap.com/B0KRBCU9G0/comment/D749FD04_7253_47F4_A31A_3D4D18F5B82A_L0_001_1336_200_1746342448125_55412649.jpg,116.391471,39.923109
,21,,坤宁宫东院餐厅,点心,坤宁宫东院餐厅,坤宁宫 | 营业时间:周一至周日 08:00-16:30 | 电话:010-65214141,4.4,4.4,0,https://aos-comment.amap.com/B0FFI1BA2H/comment/2f5155d3-9f74-44cd-b1a0-427694477026.png,116.397327,39.921089
,22,,渔蓝海鲜火锅(首都宾馆店),双人餐,渔蓝海鲜火锅(首都宾馆店),首都宾馆A座一层大堂吧东北角 | 营业时间:周一至周日 16:30-21:30 | 电话:010-58159566,2.1,4.6,163,https://aos-comment.amap.com/B0JRZGS12N/comment/982239bae377647ec1abd48304e1a1e9_2048_2048_80.jpg,116.409635,39.902001
,22,,北京隆和居美食城(正义路店),干锅千页豆腐,北京隆和居美食城(正义路店),东华门街道正义路8号(原市政府斜对面) | 营业时间:周一至周日 10:00-22:30 | 电话:010-65263265;13520777900,2.1,4.4,73,https://store.is.autonavi.com/showpic/72fbdf46904d9ac20000002152518124?type=pic,116.406444,39.903414
,22,,松鹤楼(台基厂店),松鼠桂鱼,松鹤楼(台基厂店),"北京城区台基厂大街10号(东郊民巷小学旁) | 营业时间:周一至周日 11:00-14:00,17:00-21:00 2026-02-17至2026-02-23 周一至周日 11:00-14:00,16:30-21:00 | 电话:010-65278195;010-65279255",1.5,4.5,153,http://store.is.autonavi.com/query_pic?id=st4e59a81c-8dd5-4876-9cdf-1e3afe32ebe2&user=search&operate=original,116.411839,39.903469
,22,,君庭中餐厅(首都宾馆店),牛肉,君庭中餐厅(首都宾馆店),"前门东大街3号首都宾馆东北门门房 | 营业时间:周一至周日 11:00-14:00,17:00-21:00 | 电话:010-58159788",1.7,4.4,213,https://aos-comment.amap.com/comment/content_service__1771506306909_36408294_1771506354089_05149994.jpg,116.408956,39.902119
,22,,食鼎轩烤鸭·私房菜(北京王府井台基厂大街店),老北京炙子烤肉,食鼎轩烤鸭·私房菜(北京王府井台基厂大街店),"台基厂大街10-1号 | 营业时间:周一至周日 10:00-14:30,16:30-22:00 | 电话:010-63445868;18519118048",6,4.6,70,https://aos-comment.amap.com/B0KGRMA21S/comment/content_media_external_file_100003357_1767011828140_18373911.jpg,116.411861,39.903494
,22,,奥华餐厅老张记(台基厂店),虾仁独面筋,奥华餐厅老张记(台基厂店),北京城区台基厂大街18-3号 | 营业时间:周一至周日 10:30-21:30 | 电话:010-65129289;010-65244021,5.7,4.6,62,http://store.is.autonavi.com/showpic/a44d4745fdde65bc76e850f893a9937b,116.411937,39.902869
,23,,渔蓝海鲜火锅(首都宾馆店),双人餐,渔蓝海鲜火锅(首都宾馆店),首都宾馆A座一层大堂吧东北角 | 营业时间:周一至周日 16:30-21:30 | 电话:010-58159566,3,4.6,163,https://aos-comment.amap.com/B0JRZGS12N/comment/982239bae377647ec1abd48304e1a1e9_2048_2048_80.jpg,116.409635,39.902001
,23,,北京隆和居美食城(正义路店),干锅千页豆腐,北京隆和居美食城(正义路店),东华门街道正义路8号(原市政府斜对面) | 营业时间:周一至周日 10:00-22:30 | 电话:010-65263265;13520777900,1,4.4,73,https://store.is.autonavi.com/showpic/72fbdf46904d9ac20000002152518124?type=pic,116.406444,39.903414
,23,,松鹤楼(台基厂店),松鼠桂鱼,松鹤楼(台基厂店),"北京城区台基厂大街10号(东郊民巷小学旁) | 营业时间:周一至周日 11:00-14:00,17:00-21:00 2026-02-17至2026-02-23 周一至周日 11:00-14:00,16:30-21:00 | 电话:010-65278195;010-65279255",0.6,4.5,153,http://store.is.autonavi.com/query_pic?id=st4e59a81c-8dd5-4876-9cdf-1e3afe32ebe2&user=search&operate=original,116.411839,39.903469
,23,,君庭中餐厅(首都宾馆店),牛肉,君庭中餐厅(首都宾馆店),"前门东大街3号首都宾馆东北门门房 | 营业时间:周一至周日 11:00-14:00,17:00-21:00 | 电话:010-58159788",4.7,4.4,213,https://aos-comment.amap.com/comment/content_service__1771506306909_36408294_1771506354089_05149994.jpg,116.408956,39.902119
,23,,食鼎轩烤鸭·私房菜(北京王府井台基厂大街店),老北京炙子烤肉,食鼎轩烤鸭·私房菜(北京王府井台基厂大街店),"台基厂大街10-1号 | 营业时间:周一至周日 10:00-14:30,16:30-22:00 | 电话:010-63445868;18519118048",0.7,4.6,70,https://aos-comment.amap.com/B0KGRMA21S/comment/content_media_external_file_100003357_1767011828140_18373911.jpg,116.411861,39.903494
,23,,奥华餐厅老张记(台基厂店),虾仁独面筋,奥华餐厅老张记(台基厂店),北京城区台基厂大街18-3号 | 营业时间:周一至周日 10:30-21:30 | 电话:010-65129289;010-65244021,7.6,4.6,62,http://store.is.autonavi.com/showpic/a44d4745fdde65bc76e850f893a9937b,116.411937,39.902869
,24,,庭院酒场,,庭院酒场,粤容易湛林粤西大排挡前门旁,5.7,2.7,0,,116.407725,39.897475
,24,,兴隆·晓Bistro,中餐厅,兴隆·晓Bistro,北京城区东城区北京城区西兴隆街126号 | 营业时间:周二至周日 10:00-02:00 | 电话:18611687781,5.8,3.8,64,https://store.is.autonavi.com/showpic/734358cb775d2561e3664be3bec16184,116.40691,39.897273
,24,,前门小院(前门大街店),中餐厅,前门小院(前门大街店),西兴隆街87号,5.5,4.3,57,https://store.is.autonavi.com/showpic/d417c62b3a4e89040000000599162498,116.40739,39.897508
,24,,十二面馆,中餐厅,十二面馆,草厂头条西门东220米 | 营业时间:周一至周日 09:00-21:00,5.2,4,18,https://store.is.autonavi.com/showpic/e4ad20c0543f24913597a8161926d261,116.406947,39.897523
,24,,天香木府(前门大街店),冰粉,天香木府(前门大街店),西兴隆街132号 | 营业时间:周二至周日 11:30-19:00 | 电话:18513572838,7.2,4,289,http://store.is.autonavi.com/showpic/367563d272a6c25cd5880dbc83208631,116.406706,39.897307
,24,,隅田川咖啡,咖啡厅,隅田川咖啡,西兴隆街103号 | 营业时间:周一至周日 09:00-18:00 | 电话:13269915002,4.6,4.5,30,https://store.is.autonavi.com/showpic/7651cf8a85d1e3f90000000734446954?type=pic,116.406814,39.897541
,24,,為水(前门大街店),手冲咖啡,為水(前门大街店),"西兴隆街85号 | 营业时间:周五 10:00-18:30；周一至周四,周六至周日 10:00-20:00 2026-02-14至2026-02-21 周一至周日 全天关闭 | 电话:15375212126",8.6,4.6,36,https://aos-comment.amap.com/B0H1OUS6O1/comment/F1E9950F_147A_4433_8C3B_1B979D59974F_L0_001_1500_2000_1742804933772_66694883.jpg,116.407434,39.897506
,24,,利群烤鸭店,正宗传统吊炉果木烤鸭,利群烤鸭店,北翔凤胡同11号 | 营业时间:周一至周日 11:00-22:00 | 电话:010-67025681;010-67055578,1.8,4.2,169,http://store.is.autonavi.com/showpic/0bf489db5cf2bbefc667672eb67638db,116.406199,39.898254
,24,,fu3福叁咖啡(西兴隆街店),热饮,fu3福叁咖啡(西兴隆街店),北京城区西兴隆街130号 | 营业时间:周一至周日 10:00-19:00 | 电话:18518500159,1.1,4.7,67,https://store.is.autonavi.com/showpic/dd5171b8b19d72be0000002484034858?type=pic,116.406753,39.897286
,24,,Zhazha Bistro席上喳喳,牛肉,Zhazha Bistro席上喳喳,西兴隆街108号 | 营业时间:周一至周日 12:00-21:30 | 电话:010-67022347;15600869169,4,4.5,98,https://aos-comment.amap.com/B0FFKQ8Z5X/comment/8408745ef9f0cd558460b71f752751c8_2048_2048_80.jpg,116.407542,39.89731
,24,,白记肉饼(前门大街店),肉饼,白记肉饼(前门大街店),"小江胡同1号前门大街 | 营业时间:周一至周日 10:00-14:00,17:00-20:00 | 电话:18515652673",0.9,4.5,38,https://aos-comment.amap.com/B0FFKTSA2U/comment/content_media_external_file_1000156875_ss__1759811095529_00096107.jpg,116.408971,39.899115
,24,,又一號老北京铜锅涮肉,芥末墩儿,又一號老北京铜锅涮肉,"西打磨厂街51号 | 营业时间:周一至周日 06:00-10:00,11:00-22:00 2026-02-17至2026-02-23 周一至周日 10:30-22:00 | 电话:010-67029299",3.4,4.6,129,https://aos-comment.amap.com/B0FFJTIM48/comment/280c09c2afdd0ad3d3bbee2042a26c9c_2048_2048_80.jpg,116.408942,39.899305
,24,,平安锅贴(西兴隆店),酱肘子,平安锅贴(西兴隆店),北京城区西兴隆街75号 | 营业时间:周一至周日 10:00-21:00 | 电话:13811881275,6.8,4.6,35,https://store.is.autonavi.com/showpic/bd23f70682d5f0b68f6382a3cde2ed99,116.40765,39.897465
,24,,羊城美食前门店,隆德虾饺皇,羊城美食前门店,"北京城区西兴隆街81号 | 营业时间:周一至周日 10:00-14:00,16:35-22:00 | 电话:010-82678848;15600318921",0.8,4.4,88,https://aos-comment.amap.com/B0LRABZBOF/comment/content_media_external_file_837_1770702215705_86862145.jpg,116.407475,39.897525
,24,,星爵烧烤(前门大街店),鸡翅,星爵烧烤(前门大街店),西打磨厂街54号 | 营业时间:周一至周日 17:00-01:30 | 电话:15810104372;18611368050,7.5,4.4,94,https://aos-comment.amap.com/B0FFI5C8DB/comment/3ca163eaa6029a16281b3e0925d4f597_2048_2048_80.jpg,116.408812,39.899099
,25,,内蒙来零点串吧,中餐厅,内蒙来零点串吧,松榆南路辅路与南新园西路交叉口东100米,4.1,2.4,78,,116.465228,39.87107
,25,,山西刀削面(潘家园店),豆腐,山西刀削面(潘家园店),南磨房镇松榆南路50号一品粥坊下 | 营业时间:周一至周日 10:00-23:00 | 电话:18010405662,1.4,4,24,https://store.is.autonavi.com/showpic/4c46740d07f6eac9cdfebe7cc0a6c7cf,116.466421,39.871113
,25,,渝满天重庆小吃(松榆南路店),酸辣粉,渝满天重庆小吃(松榆南路店),松榆南路50号3幢平方1号 | 营业时间:周一至周日 07:30-23:30 | 电话:13581888717;13701137879,1.7,4.1,28,https://store.is.autonavi.com/showpic/aec0c794adee4dbeca06a66db189c744,116.46629,39.87108
,25,,何大川菜·金牌水煮鱼(华威桥店),金牌水煮鱼,何大川菜·金牌水煮鱼(华威桥店),松榆南路50号 | 营业时间:周一至周日 10:00-22:00 | 电话:010-53320837;17601607963,6.7,4.6,108,https://aos-comment.amap.com/B0J10SCIAV/comment/9c33907204484aa19a460d61c373d576_2048_2048_80.jpg,116.465706,39.871077
,26,,之参餐厅(前门大街店),中餐厅,之参餐厅(前门大街店),前门大街97号3层(珠市口地铁站A西北口步行340米),6.3,3.4,321,,116.398077,39.894263
,26,,老北京炸酱面(前门总店),京酱肉丝,老北京炸酱面(前门总店),前门煤市街大齐家胡同33号 | 营业时间:周一至周日 10:30-23:00 | 电话:010-63083895,6.5,4.3,63,https://store.is.autonavi.com/showpic/266ac9a5869d4baef815ef5ddfa5291c,116.397958,39.894083
,26,,聚盈烤鸭家常菜(前门粮食街店),双人餐,聚盈烤鸭家常菜(前门粮食街店),粮食店街23号(珠市口地铁站A西北口步行410米) | 营业时间:周一至周日 10:00-22:00 | 电话:15501175381,2.7,4.3,50,https://store.is.autonavi.com/showpic/48bb00b2232419093f978ce67e846272?operate=original,116.397719,39.894839
,26,,惠临家常菜川菜(前门大街店),家常菜,惠临家常菜川菜(前门大街店),前门粮食店街47号(珠市口地铁站A西北口步行270米) | 营业时间:周一至周日 09:30-22:00 | 电话:010-63048205;13911058793,9.7,4,81,https://aos-comment.amap.com/B000A37E14/comment/5A6337A8_5FE1_4A39_923C_CB7CAB82F506_L0_001_1500_200_1772034089759_69701049.jpg,116.397651,39.893597
,26,,六合府老北京铜锅涮肉石锅烤肉,手切鲜牛肉,六合府老北京铜锅涮肉石锅烤肉,北京城区粮食店街42号(喆啡酒店对面) | 营业时间:周一至周日 09:30-23:00 | 电话:13161669146,3.3,3.9,64,https://store.is.autonavi.com/showpic/fd374d87d1d15b64fdeaf7ffb767b6c2,116.397892,39.894106
,26,,百年前门铜锅涮肉(前门大街5店),牛肉大拼,百年前门铜锅涮肉(前门大街5店),北京城区前门大街111号(珠市口地铁站A西北口步行320米) | 营业时间:周一至周日 10:00-22:00 | 电话:010-88231988;18515597150,5.7,4.7,89,https://store.is.autonavi.com/showpic/be195d0b7bdca6a70000002471324934?type=pic,116.398129,39.893887
,26,,健山羊蝎子牛肉饼(粮食店街),牛肉饼,健山羊蝎子牛肉饼(粮食店街),粮食店街27号(珠市口地铁站A西北口步行380米) | 营业时间:周一至周日 09:00-23:00 | 电话:15011109390,8.9,3.6,52,http://store.is.autonavi.com/showpic/d6b35f99d96310e089b51955b30aeed1,116.397726,39.894621
,26,,米线研究所(前门店),米线,米线研究所(前门店),粮食店街与掌扇胡同交叉口北20米 | 营业时间:周一至周日 10:00-22:00 | 电话:18311090789,6.4,3.7,21,https://aos-comment.amap.com/B0J2RMCJU0/comment/0768175E_7BD2_47D3_82AA_D3F5E3AB14EC_L0_001_1500_200_1750122689149_77842974.jpg,116.397741,39.893735
,26,,正阳门小面馆·家常菜(前门大街店),老北京炸酱面,正阳门小面馆·家常菜(前门大街店),北京城区小江胡同1号前门大街(珠市口地铁站A西北口步行290米) | 营业时间:周一至周日 10:00-22:00 | 电话:14701234377;18311090789,5.6,4.2,19,https://aos-comment.amap.com/comment/content_service__1769223641685_38322922_1769224633360_08599484.jpg,116.397636,39.893778
